           2    3.000000000000181341053284711506421E-0006
           4    2.999999999999964500618787610619620E-0006
           8    8.999999999999893501856362831858860E-0006
          16    5.400000000000022837287616539470037E-0005
          32    1.070000000000001505462421391712269E-0003
          64    5.194999999999998230304498747500475E-0003
         128    3.100600000000003353406441419792827E-0002
         256    0.463081999999999993633537087589502      
