           2    2.000000000000048613890690774042014E-0006
           4    1.999999999999831773456193673155212E-0006
           8    5.999999999999929001237575221239240E-0006
          16    4.000000000000010491607582707729307E-0005
          32    4.690000000000006663558593800189556E-0004
          64    4.179000000000002157385381451604189E-0003
         128    2.524999999999999467092948179924861E-0002
         256    0.182687999999999739486611360916868      
