           2    5.000000000000229954943975485548435E-0006
           4    9.000000000000327182725357033632463E-0006
           8    4.500000000000033487101980256284151E-0005
          16    3.679999999999998376576382241864849E-0004
          32    3.747999999999999595767796733980504E-0003
          64    3.185599999999999543121020906255580E-0002
         128    0.263314000000000048018478082667571      
         256     2.09713600000000077727690950268880      
